"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"C1orf116|C1orf116",17957.7833363783,-1.27106486802823,0.0177987262991789,-71.4132487158287,0,0
"TRPM8|TRPM8",390.910302440628,-1.68488145039274,0.141760323529003,-11.8854232866365,1.40919368937399e-32,5.3380099501678e-31
"RNF138P1|RNF138P1",2228.37595095508,-1.115772878819,0.055909107266481,-19.956907440873,1.30545151382751e-88,1.59488540351485e-86
"USP43|USP43",2487.4756964483,-1.26854997905262,0.0534869384447023,-23.7170048602448,2.40761867215756e-124,4.53468289071232e-122
"TNS3|TNS3",86.0651539734813,-1.15769105788601,0.308804567616407,-3.74894408726519,0.00017758066697991,0.00089456590821492
"PTGER4|PTGER4",306.770548055135,-1.25292267352456,0.156184773214116,-8.0220539284384,1.0399146414655e-15,1.81730443980845e-14
"NKX3-1|NKX3-1",41096.5789183051,-2.27329723320823,0.0127620117631025,-178.130006099883,0,0
"LOC101927482|LOC101927482",164.295162203855,-1.43077329319217,0.221318819330929,-6.46476109676328,1.01458972372327e-10,1.19330886759854e-09
"FAM110B|FAM110B",156.367246357527,-1.67819917143364,0.23284567620412,-7.20734522019846,5.70532316849335e-13,8.13563485677585e-12
"SH3D21|SH3D21",190.111050056443,-1.01864132475406,0.201418664992659,-5.05733331511847,4.25159759631418e-07,3.25371980833051e-06
"SNX15|SNX15",550.406954794752,12.596930624488,1.44622111961023,8.71023832640681,3.03236559958481e-18,6.35578205501848e-17
"LIMS3L|LIMS3L",102.193999005746,2.99766801712965,0.343017473301187,8.73911170845091,2.34950461788804e-18,4.97838001924684e-17
"TMPRSS2|TMPRSS2",29081.9715608844,-2.48867180721505,0.015439142238067,-161.192362168861,0,0
"RHOU|RHOU",6148.24071718607,-1.38671258809063,0.0321414813715276,-43.1440160477183,0,0
"DOCK4-AS1|DOCK4-AS1",94.2357845717723,-1.04807419748601,0.291870967603727,-3.59088197805608,0.000329560853710635,0.00157033546632815
"LOC101927078|LOC101927078",145.867327658617,-1.22503885011366,0.235120234762232,-5.21026551097353,1.88570574248804e-07,1.51672927484462e-06
"FAM105A|FAM105A",1529.9873085866,-1.10863254268077,0.0690762343089817,-16.0494061926103,5.77135773224951e-58,3.97286204096628e-56
